id	source with headwords	gender labels of headwords
3309	A normally sensible, wise and objective [[official]], widely respected and, indeed, loved by the world of food and food safety allowed herself to be bounced into a statement that the [[Commission]] could accept 250.	Female,Amb
3310	Mr [[President]], [[ladies]] and [[gentlemen]], [[I]], too, would ask Mrs [[Izquierdo Rojo]] to adhere to the formalities of this House.	Male,Female,Male,Amb,Female
3311	Mr [[President]], [[I]] am pleased that Mrs [[Frahm]] and Mr [[Messner]] drew attention to the warnings given by those of [[us]] who were in Iraq in February.	Male,Amb,Female,Male,Amb
3312	It is quite clear that more than 32 [[Members]] objected to the oral amendment.	Amb
3313	With regard to the [[Commissioner]], who has also referred to this humble [[Member]] of Parliament and who has said that he has heard no argument to convince him of the need for two regulations, [[I]] would like to say to [[MrPatten]] who is a good friend of mine that I believe that he has not properly understood the position here.	Male,Amb,Amb,Male
3314	Finally, like [[others]] before [[me]] I would like to stress that yes, it is wrong that a [[passenger]] who buys a charter ticket does not know which airline he will be flying with.	Amb,Amb,Male
3315	[[I]] would like to thank the honourable [[Member]] once again for presenting such a thoughtful report and I am sure it will contribute to the outcome that [[we]] both wish to see.	Amb,Amb,Amb
3316	Credit where credit is due, [[Commissioner]] – and [[I]] say that also on behalf of our [[group]].	Amb,Amb,Amb
3317	The main problem with this proposal is that of striking a balance between, on the one hand, the need to improve [[victim]] protection cover – cover for personal and material damage – in the event of a car accident involving a car of relatively low value and the fact, on the other hand, that improvement in cover of this nature will result in a rise in insurance premiums, when the ‘prices’ charged by [[insurers]] are not monitored.	Amb,Amb
3318	Mr [[President]], [[ladies]] and [[gentlemen]], [[I]] would first of all like to offer my sincere thanks to the rapporteur, Mrs [[Gál]].	Male,Female,Male,Amb,Female
3319	Quite apart from these comments, [[I]] should also like to express my regret that the report in the form currently being put to the vote in plenary is only a watered-down version of what Mrs [[Svensson]] originally presented in [[committee]].	Amb,Female,Amb
3320	[[I]] am also indebted to Mr [[Bowis]] for his commitment and involvement in this.	Amb,Male
3321	It aggravated the existing conflict, and unleashed the armed reaction of [[Hizbollah]].	Amb
3322	[[We]] face a situation in which the quality of life of [[people]] living around major airports or, indeed, poorly situated regional airports is severely impaired. Here, too, we have a responsibility.	Amb,Amb
3323	[[I]] have some statistics here, stating that in 1970 a German industrial [[worker]] had to work for 22 minutes to buy 250 grams of butter; today he only needs to work four minutes.	Amb,Male
3324	Mr [[President]], [[Commissioner]], [[ladies]] and [[gentlemen]], first of all [[I]] would like to congratulate both rapporteurs on behalf of my group: firstly Mrs [[Ţicău]], and secondly my colleague Mr [[Grosch]].	Male,Amb,Female,Male,Amb,Female,Male
3325	[[I]] agree totally with Mr [[Wiersma]] and I too regret that the EU Member States have not been treated fairly and equally when it comes to the matter of visas.	Amb,Male
3326	Directive 2004/81/EC follows that line by providing for the granting of a reflection period allowing the [[victim]] to recover and escape the influence of [[traffickers]], and granting a residence permit.	Amb,Amb
3327	[[We]] shall take into account the views which have been expressed and the suggestions which have been made - not to France, Mr [[Van Orden]], but to the Presidency of the Council of the European Union, since France itself has no power as France, but merely holds the mandate which has been given to it in this context by the European Union - including your proposal that the Council should call for an extraordinary session of the Human Rights Council in Geneva, providing, of course, that it is possible to do so.	Amb,Male
3328	In Europe [[we]] have the Solidarity Fund that should be made available to the Northern Ireland Executive by the Commission, and [[I]] would ask [[you]] to write to the [[head]] of the Commission, to contact the Office of the [[First Minister]] in Northern Ireland to see how best it can help.	Amb,Amb,Amb,Amb,Amb
3329	As the European Data Protection [[Supervisor]] said, it is a further benefit in the fight against [[child]] trafficking.	Amb,Amb
3330	(DE) Madam [[President]], Mr [[Piebalgs]], Mrs [[Reding]], [[ladies]] and [[gentlemen]], [[we]] need investment now.	Female,Male,Female,Female,Male,Amb
3331	[[author]]. - Madam [[President]], the Socialist [[Group]] in this Parliament is formally refusing to take part in this vote on Sri Lanka.	Amb,Female,Amb
3332	[[I]] think I will just take responsibility for the introduction and then Mr [[McMillan-Scott]] will take over.	Amb,Male
3333	[[I]] do not believe that Mr [[Barroso's]] pledge to fight social dumping in Europe is far-reaching enough, and it is for this reason, as well as the abovementioned, that I took the decision to abstain on this vote.	Amb,Male
3334	Subject: [[Women's]] participation in positions of responsibility in the job market	Female
3335	It is a challenge to draw together the different [[players]] in the field of external relations, and the overall aim has to be to achieve a diplomatic synergy.	Amb
3336	This bill's provisions are draconian and among them, let [[me]] inform the [[House]], are: any [[person]] alleged to be homosexual would be at risk of life imprisonment or in some circumstances the death penalty; any [[parent]] who does not denounce their lesbian [[daughter]] or gay [[son]] to the [[authorities]] would face fines and probably three years in prison; any [[teacher]] who does not report a lesbian or gay [[pupil]] to the authorities within 24 hours would face the same penalties; any [[landlord]] or [[landlady]] who happens to give housing to a 'suspected' [[homosexual]] would risk seven years of imprisonment.	Amb,Amb,Amb,Amb,Female,Male,Amb,Amb,Amb,Amb,Female,Amb
3337	(IT) [[Madam President]], [[ladies]] and [[gentlemen]], in line with the comments made by some of my fellow [[Members]], [[I]] believe that the democratisation process in Turkey is an essential journey that will enable that country to move closer to the European Union and that our coexistence within the European Union must be based on inalienable principles and values, and that their recognition is a prerequisite for the entry of any state.	Female,Female,Male,Amb,Amb
3338	Mr [[President]], naturally, [[I]] would like to thank Mrs [[in 't Veld]] on behalf of my colleague and friend, Mr [[Almunia]], for her report on competition policy 2008.	Male,Amb,Female,Male
3339	[[She]] is in a prison with more than 20 female [[inmates]] whom she convicted over the years for very severe crimes.	Female,Female
3340	Madam [[President]], [[ladies]] and [[gentlemen]] - the few of you who are still here, for weeks, [[we]] have been discussing a paper from Chancellor [[Merkel]] and President [[Sarkozy]] that, apparently, never existed.	Female,Female,Male,Amb,Amb,Amb
3341	The debt burden for every [[man]], [[woman]] and [[child]] in Ireland is roughly EUR 160 000 just to bail out the banks, and that is not including the interest.	Male,Female,Amb
3342	In Greece, investments in renewable energy are one of the few counterweights to the economic crisis and the commitment by the outgoing [[Minister]] for Environmental Affairs to safeguard guaranteed prices needs to be renewed immediately by her [[successor]].	Female,Amb
3343	As the elected [[representative]] of a maritime region in the west of France, I can assure the [[House]] that [[they]] are expecting [[us]] to send them a message of hope, telling them that the profession they have chosen is not doomed, that it may be suffering a crisis, but that they can trust in its future and that their [[children]] will be able to practise it.	Amb,Amb,Amb,Amb,Amb
3344	As the honourable [[Member]] states in her question, Article 105a of the Treaty, which does not apply to Member States not participating in economic and monetary union, assigns to the European Central Bank the exclusive right to authorize the issue of banknotes within the Community.	Female
3345	[[I]] therefore ask that the [[author]] of these remarks and these actions apologise or withdraw her remarks.	Amb,Female
3346	The honourable [[Member]] will understand that [[I]] cannot give her a straightforward answer in relation to part of her question since the rules which apply to the transport of fissile materials are, as I have just pointed out, the concern of the International Civil Aviation Organization, a body not linked to the European Union and to which Member States accede on an individual basis.	Female,Amb
3347	It has been transformed internally within the [[Commission]] into a Joint Instruction signed by the [[Directors-General]] of all external DGs and the [[Director]] of ECHO and sent to all external services and [[delegations]].	Amb,Amb,Amb,Amb
3348	[[I]] would point out to the leader of the socialist and social democratic [[group]], Mrs [[Green]], that all [[governments]] are now going to have to continue working on the tasks [[we]] set ourselves at Amsterdam.	Amb,Amb,Female,Amb,Amb
3349	[[We]] have voted against Mr [[Rothley's]] report as it represents a fundamental position which we do not share.	Amb,Male
