id	source with headwords	gender labels of headwords
200	According to local newspapers, [[Barrett]] left approximately £1.7 million to his two [[brothers]] and two [[sisters]].	Male,Male,Female
201	[[Carter]] gave details of what happened when she and her two [[children]] boarded Lifeboat 4.	Female,Amb
202	[[She]] is also the [[founder]] of the Koungkuey Design Initiative, which works with [[communities]] to rebuild public spaces.	Female,Female,Amb
203	At the beginning of the twenty-first century his "name is widely employed to evoke both traditional values and the [[nation's]] heritage.	Amb
204	"[[I]] went from Lincoln to Fleischer," he recalled.	Male
205	At the time of her death she was the oldest [[person]] ever from Italy, a title she held until 13 December 2011 when she was surpassed by [[Dina Manfredini]].	Female,Amb
206	She is the [[author]] of Your Right to Know (2006), The Silent State (2010), and The Revolution Will Be Digitised (2011).	Female
207	Fainting and dizziness were complained of by large numbers of [[Palestinians]], the vast majority of which were teenage [[girls]], and a smaller number of female Israeli [[soldiers]] in multiple West Bank towns, leading to 943 hospitalizations.	Female,Female,Female
208	Over the years, Dr. [[Octopus]] has become one of the most identifiable members of [[Spider-Man's]] rogues gallery.	Amb,Male
209	As Friends of Boscobel became Boscobel Restoration, Inc., she took a more public role as a [[director]] particularly in overseeing the landscaping and interior decoration.	Female
210	As a [[ruler]] she may have been reluctant to entrust decision-making powers to an untried [[youth]].	Female,Amb
211	[[Eric]] turned to a [[mistress]] with whom he lived at Calenberg Castle from 1563.	Male,Female
212	No!', and then [[I]] didn't know what else to do," she stated, adding: "[[We]] were alone and I didn't know what else would happen if I made a scene.	Female,Amb
213	Her reign is famous for the defeat of the [[Armada]], and for successful raids against the [[Spanish]], such as those on Cádiz in 1587 and 1596, but some [[historians]] point to military failures on land and at sea.	Amb,Amb,Amb
214	In 1981, his work as a furniture [[designer]] led [[him]] to participate in the exhibition Memphis, an International Style, in Milan.	Male,Male
215	Although [[he]] is the first known megas doux and hence usually credited as the first to hold the post, there is evidence of its existence already in late 1085, although its [[holder]] is not named.	Male,Amb
216	The case was widely covered after a member of Indian parliament [[Shantaram Laxman Naik]] blamed the [[victim]] and the media for over emphasising the Russian rape case after, "she was raped by a state [[politician]] in his car after they had dinner together".	Amb,Female,Male
217	The [[judge]] did not believe [[Martin's]] account of events and sentenced him to death by hanging, making him the first Briton since Singapore's independence from Britain and Malaysia to be given the death penalty.	Amb,Male
218	[[She]] attributes much of her early success as a mainstream [[artist]] to her gay [[fans]] and is considered a gay icon.	Female,Female,Amb
219	[[Star]] climbs in the back of their truck and tries to sell [[them]] magazines, but one of the oil [[workers]] tells her he'll pay her five hundred dollars to go on a date with him.	Female,Amb,Male
220	[[He]] watches [[Ben]] by alerting him about any alien activity he finds via the internet.	Male,Male
221	The [[Emperor]] loved his daughter [[Isabel]], but he considered the idea of a female [[successor]] as antithetical to the role required of Brazil's [[ruler]].	Male,Female,Female,Amb
222	[[B-ko's]] attempts to win [[C-ko]] over fail and remembering that she was A-ko's rival back in kindergarten, B-ko creates a series of mecha piloted by her team of female [[followers]] to attack A-ko each morning.	Female,Amb,Female
223	The [[Couperins]] offered the [[host]] and his [[guests]] a short concert, playing several pieces composed by [[Louis]].	Amb,Male,Amb,Amb
224	"[[I]] just adored it," he said of his venture into the dramatic arts.	Male
225	This potentially allows for [[Mathilda]] to be viewed as a positive role model in nineteenth-century literature as she overcomes paternal authority and refuses to conform to commonly accepted practices regarding female [[characters]] in literature of the time.	Female,Female
226	The [[soldiers]] adored [[him]] thanks to his strategic abilities and the victories to which he had led the Roman [[legions]].	Amb,Male,Amb
227	With a concerned [[Hibiki]] by his side, [[he]] utters his last words: “The thing that [[I]] saw... that I felt, even [[you]] must understand.”	Amb,Male,Male,Amb
228	It follows the first game under the assumption that [[Alice]] did not fall in love with [[anyone]], maintaining only friendships with the major [[characters]].	Amb,Amb,Amb
229	The meetings of the [[Grand Dukes]] during exercise gave them opportunity to exchange a few words.	Male
230	Her transformation from a fiery [[supporter]] of the ILP and window-smashing radical to an official Conservative Party member surprised many [[people]].	Female,Amb
231	With her gag temporarily removed, [[Cat]] is able to call [[Supergirl]] for help, and the two are able to defeat [[Dollmaker]] and free the [[children]] he had enslaved.	Female,Female,Male,Amb
232	Before she can discuss [[Chloe]] liking [[Olivia]], the [[narrator]] has to be assured that Sir [[Chartres Biron]], the magistrate of [[Hall's]] obscenity trial, is not in the [[audience]]: "Are there no [[men]] present?	Amb,Amb,Female,Male,Amb,Amb,Male
233	Each of her three younger [[children]] were born in different parts of China, reflecting turbulent years as an [[official]] of China.	Amb,Female
234	"God is my witness", [[he]] explained, "[[I]] could have abstained longer than the weal of my country could have permitted, my long delay bred in the breasts of [[many]] a great jealousy of my inability, as if I were a barren stock."	Male,Male,Amb
235	Singapore operates an Exit Permit scheme in order to enforce the national service obligations of its male [[citizens]] and permanent [[residents]].	Male,Amb
236	At first, [[I]] was angry this isn't what I wanted to buy," he laughs.	Male
237	In the fifth season of The L Word, a [[fan]] becomes [[Jenny Schecter's]] assistant while she is directing a movie; later the fan blackmails the movie studio into letting her direct and she proceeds to take over Jenny's life.	Female,Female
238	[[White]] has also revealed her appreciation of new wave music, saying that "My Superman" is an interpolation of a [[Siouxsie and the Banshees']] song, "Red Light."	Female,Amb
239	[[Maimonides]] made it the last of his Thirteen Articles of Faith: "I firmly believe that there will take place a revival of the [[dead]] at a time which will please the [[Creator]], blessed be His name."	Male,Amb,Male
240	For comparison, the Confederate [[Army]] was not very diverse: 91% of Confederate [[soldiers]] were native born white [[men]] and only 9% were foreign-born white men, [[Irish]] being the largest group with others including [[Germans]], [[French]], [[Mexicans]] (though most of them simply happened to have been born when the Southwest was still part of Mexico), and [[British]].	Amb,Male,Male,Amb,Amb,Amb,Amb,Amb
241	The character of the [[King]] in [[Maurice Chevalier's]] movie The Merry Widow (1934) is based on [[Nicholas]].	Male,Amb,Amb
242	[[He]] allowed his 9-year old [[neighbor]] into his studio to watch him work before inviting her to experiment with paint, brushes and canvas on her own.	Male,Female
243	[[She]] currently works as a martial arts [[teacher]], and co-owns a martial arts studio in Studio City, California as part of the Z Ultimate Self Defense Studios chain of martial arts studios.	Female,Female
244	Polish law had no provision for a female [[ruler]] (queen regnant), but did not specify that the [[monarch]] had to be male.	Female,Male
245	After having returned for the third time to her Nichiren Buddhist practice, [[Love]] allegedly started writing a song a day (according to her, the tune "Pacific Coast Highway" was written in a Los Angeles hotel on Christmas Eve, and "Never Go Hungry" was penned in the same day she got out of rehab).	Female
246	In his autobiography, Inside Out, [[Mason]] says that [[Waters]] called [[O'Rourke]], who was travelling to the US on the QE2, and told him to have [[Wright]] out of the [[band]] by the time Waters arrived in LA to mix the album.	Male,Amb,Male,Amb,Amb
247	[[Baranski]] also received an American Comedy Award, a Screen Actors Guild Award and a [[Viewers]] for Quality Television Award for her portrayal, while [[Shepherd]] was awarded the 1996 Golden Globe Award for Best Actress – Television Series Musical or Comedy.	Female,Amb,Female
248	In 1898, three years after [[Nipper's]] death, [[Francis Barraud]], his last owner and brother of his first [[owner]], painted a picture of Nipper listening intently to a wind-up Edison-Bell cylinder phonograph.	Male,Male,Amb
249	The [[singer]] sang the remix version of "La Bicicleta" during his performance at the 2017 Viña del Mar International Song Festival on 24 February in Viña del Mar, Chile.	Male
250	She is the court's first and only female [[judge]].	Female
251	Essay [[writer]], critic, sociologist, biographer, besides being philosopher, which showed the diversity of his knowledge.	Male
252	The collaboration was consolidated in 2017 with Apex's announcement of her hiring as [[editor]] of international fiction beginning in January 2018.	Female
253	These relationships with male [[friends]], and his apparent lack of more than one female [[mistress]], led [[William's]] [[enemies]] to suggest that he might prefer homosexual relationships.	Male,Female,Male,Amb
254	"Think Twice", which remained at No. 1 for seven weeks, eventually became the fourth single by a female [[artist]] to sell in excess of one million copies in the UK while the album was eventually certified five-times platinum for two million copies sold.	Female
255	Patriarchy is a social system in which [[society]] is organized around male authority [[figures]].	Amb,Male
256	In Japan, [[they]] became the first non-Japanese girl [[group]] to have three number-one albums on the Japanese Oricon Albums Chart, and their three Japanese concert tours attracted a record-breaking 550,000 [[spectators]], more than any other Korean girl [[group]].	Female,Female,Amb,Female
257	[[He]] has been a stand-in entertainment [[reporter]] on Good Morning Britain multiple times.	Male,Male
258	The [[prince's]] death had a marked effect, both mentally and physically on Queen [[Charlotte]], who at the time was pregnant with her youngest child, Princess [[Amelia]].	Male,Female,Female
