id	source with headwords	gender labels of headwords
242	[[Markowitz]] also serves on the Investment [[Committee]] of LWI Financial Inc. ("Loring Ward"), a San Jose, California-based investment [[advisor]]; on the advisory [[panel]] of [[Robert D. Arnott's]] Newport Beach, California based investment management [[firm]], Research Affiliates; on the Advisory Board of [[Mark Hebner's]] Irvine, California and internet based investment advisory [[firm]], Index Fund Advisors; and as an advisor to the Investment Committee of 1st Global, a Dallas, Texas-based wealth management and investment advisory [[firm]].	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb
243	Pantographs and pantograph height control are selected automatically based on the voltage system chosen by the [[driver]].	Amb
244	Although [[Turner]] originally signed in the US to Virgin Records, a Capitol Music Group label, her first American release will instead be shifted to the Capitol Records imprint, also within the Capitol Music Group umbrella.	Female
245	Besides there is no female [[saint]] in christianity with this name.	Female
246	"[[I]] have no doubt it was even sucking air in through the chimney at this point to try and maintain itself," he remarked in an interview.	Male
247	In order to sustain this stylistic transformation, the [[poet]] engaged in a process that reaffirmed the fundamental poetical quality of his work.	Male
248	As [[Henry's]] body was lowered into the ground, his chief [[servants]] broke their staves of office at the grave.	Male,Amb
249	Within a few years, [[she]] had become the [[principal]] of the school, then known as the Académie Blondin, where she trained [[teachers]] for the rural schools of the province.	Female,Female,Amb
250	Princess [[Irene]] studied at the University of Utrecht, then went to Madrid to learn the Spanish language and became proficient enough to become an official interpreter.	Female
251	The short film opens with [[Mater]] playing pranks on the other [[residents]] of Radiator Springs: moving [[Red's]] flowers, bursting out from a pile of tires to scare [[Guido]] and [[Luigi]], dressing up as a cone vampire to scare [[Sally]], attempting to scare [[Lizzie]] while she's sleeping (which is unsuccessful), moving [[Fillmore's]] gas cans back outside while he takes them in, and jumpscaring [[Lightning McQueen]] when he believes Mater is hiding behind a pile of cans ready to jump out (what was really behind the pile of cans is one of Mater's signs).	Male,Amb,Amb,Amb,Amb,Amb,Female,Amb,Male
252	She is the [[mother]] of two daughters, [[Mercedes]] and [[María Campiglia]].	Female,Female,Female
253	[[He]] took over as chief [[executive]] in 1970.	Male,Male
254	The majority of [[them]] were [[women]].	Female,Female
255	And now poor [[fellow]], he is gone, but his name will live forever.	Male
256	Although considered a popular lecturer by the [[students]], [[Sabine]] had never received his Ph.D. and did not have any particular background dealing with sound.	Amb,Male
257	A yoficator or joficator (Russian: Ёфикатор) is a computer program or extension for a text [[editor]] that restores the Cyrillic letter Yo ⟨Ё⟩ in Russian texts in places where the letter Ye ⟨Е⟩ was used instead.	Amb
258	As a [[politician]] she needs to remind her [[officials]] how difficult it would be were she to have to come back to this Parliament in a year, were a similar incident, just as devastating, to take place, if some of the measures she has proposed today were simply still remaining as fine words and she had not had the chance to put them into practice.	Female,Amb
259	Madam [[President]], we Spanish [[Members]] of Parliament - all of us - have the right to be judged in Spain only by the Supreme [[Court]], a right that has not been recognised in this case by the Spanish [[judge]] because he believes that it concerns a non-Spanish [[Member]] of Parliament from a non-Spanish Parliament.	Female,Amb,Amb,Male,Amb
260	Mr [[Hänsch]] did a fine job of explaining how the enlargement process is one in which both the current and the future Member States of the European Union will benefit: [[everyone]] can benefit from this.	Male,Amb
261	In her answer, Mrs [[Neyts-Uyttebroeck]] stated that she has taken my question into account and that she will pass it on.	Female
262	First of all, it seems that Mrs [[Díez González]] is threatening me because there are only a few days left to me as a [[Member]] of this House.	Female,Amb
263	Mr [[President-in-Office]] of the Council, how many of these female agricultural [[workers]] will become part of the European Union at the next enlargement? What number were you working with in your forecasts?	Male,Female
264	Mr [[President]], [[I]] should like to respond to the more specific questions raised by Mrs [[Frassoni]] and Mr [[van den Burg]].	Male,Amb,Female,Male
265	Mr [[President]], [[Commissioner]], [[ladies]] and [[gentlemen]], [[I]], too, would like to start with warm thanks to the [[rapporteur]] for his work.	Male,Amb,Female,Male,Amb,Male
266	Everyone in the EU – [[Commissioners]], [[Parliamentarians]] – knows [[we]] do not have the resources.	Amb,Amb,Amb
267	(The [[President]] cut off the [[speaker]])	Amb,Amb
268	[[We]] have a situation where the [[parents]] do not know how to operate these new technologies or what their functions are.	Amb,Amb
269	As regards the additional concessions requested by Mr [[Cappato]], it is precisely the negotiations conducted by the [[Commission]] that must make it possible to see - and the Commissioner has emphasised this point - whether progress has been made by the Vietnamese [[authorities]] in this area.	Male,Amb,Amb
270	In the case of [[women managers]], this figure reaches 20% and even 30%, when it comes to [[managers]] of SMEs.	Female,Female
271	On Wednesday 24 December, the unknown [[captain]] declared himself the President of the Republic, he was cheered by thousands of [[Guineans]] and, on 25 December, he made a display of the allegiance offered by the civil [[government]], who agreed to his ultimatum.	Male,Amb,Amb
272	The directive will further strengthen these by making it possible for an illegal [[worker]] to regularise his status simply by reporting his [[employer]].	Male,Amb
273	[[I]] would like to express my thanks to the shadow rapporteurs - Mrs [[Ulvskog]], Mr [[Rohde]], Mr [[Turmes]], Mr [[Szymański]] and [[others]] - for the fact that [[we]] have built this consensus in such a nice way.	Amb,Female,Male,Male,Male,Amb,Amb
274	The [[editor]] said that the persecution of [[homosexuals]] and their execution should continue.	Amb,Amb
275	(PL) [[Madam President]], the European Parliament has adopted the report on the common agricultural policy (CAP) towards 2020.	Female
276	Now let [[me]] turn briefly to the report by Mr [[Lange]].	Amb,Male
277	Consequently, [[we]] should, in my opinion, support the timetable suggested by Mr [[Kindermann]] in tomorrow' s vote.	Amb,Male
278	La taglia è tua l'[[uomo]] l'ammazzo [[io]]	Male,Amb
279	[[William Morgan]] (anti-[[Mason]])	Amb,Amb
280	Big [[Boss]] Man	Male
281	United [[kingom]]	Male
282	[[Graduate]] Certificate Research Commercialisation	Amb
283	Jeopardy! Million Dollar [[Celebrity]] Invitational	Amb
284	St. [[John]]'s wart	Amb
285	Microsoft photo [[editor]]	Amb
286	[[Magnus]] Ducatus Tusciae	Male
287	Empress [[Alexandra Feodorovna]] (Charlotte of Prussia)	Female
288	[[Virgin]]	Amb
289	Anephric [[patient]]	Amb
290	Male [[Nurse]]	Male
291	[[Teen]] pregnancies	Female
292	[[inmates]]	Amb
293	M.I.A. ([[performer]])	Amb
294	Microsoft Office [[Enterprise]]	Amb
295	[[manager]]	Amb
296	[[Hare]] &amp; [[Guu]]	Amb,Amb
297	American [[Dad]]! [[characters]]	Male,Amb
298	The Princess [[Charles]]	Female
299	Automotive [[Driver]] License	Amb
300	The [[Prisoner]] of Zenda (film)	Amb
301	Helicopter [[parent]]	Amb
302	Mama [[juana]]	Female
303	[[Native]] North America	Amb
304	Portable digital [[assistant]]	Amb
305	[[Scooby-Doo]], Where's My [[Mummy]]?	Amb,Female
306	Video Game [[Pianist]]	Amb
307	rope hung [[opponent]]	Amb
308	[[editor]]	Amb
309	List of Guest [[Stars]] in Malcolm in the Middle	Amb
310	Cathedral of St [[Basil]]	Male
311	[[dancer]]	Amb
312	However, as an [[attorney]], [[she]] advised [[individuals]] on both sides of the Civil War.	Female,Female,Amb
313	In 1990, [[she]] wrote a report for the FAO on [[Women]] and Agriculture entitled, "Most [[Farmers]] in India are Women".	Female,Female,Female
314	[[Bill]] finds [[them]] amusing at first, but the [[Doctor]] persists and she realises they are in real danger.	Amb,Amb,Female
315	"[[Ed Balls]] got cosy with Economist's lady [[editor]]".	Amb,Female
316	[[Charles IV]] revived this tradition and built a monumental tomb here for his father, [[John of]] Bohemia.	Male,Male
317	And [[she]] has tried to show how, throughout the history of literature, the female [[subject]] takes on a deterritorialized language.	Female,Female
318	[[Maggie Grace]] was considered for the role, before [[Ratner]] invited [[Page]], who impressed the [[director]] with her performance in Hard Candy.	Amb,Amb,Female,Amb
319	[[He]] said it was useless to complain to the bus [[driver]] who would not bother to waste his time, let alone the other [[passengers]].	Male,Male,Amb
320	[[Ghost]] managed to track [[Stark]] to Broxton, Oklahoma, where he twice attempted to assassinate Stark.	Male,Amb
321	Destroying or taking resources from the [[spouse]] and [[children]].	Amb,Amb
322	She is the former musical [[director]] of the Los Angeles Drama Club, teaching Shakespeare to [[children]] and young [[adults]].	Female,Amb,Amb
323	[[Jimmy]] asks [[Weaver]] if he can be put back in rotation.	Amb,Male
324	Written in 1942, it recounts his role in the Armée de l'Air (French Air Force) as [[pilot]] of a reconnaissance plane during the Battle of France in 1940.	Male
325	[[She]] retired from teaching in 1993, after being a University of Miami [[professor]] for about 4 decades.	Female,Female
326	The general tone of the journal promoted the mission of the [[poet]] to observe and then re-construct the contemporary world with his words.	Male
327	[[Smeal]] initially supported [[Goldsmith]] when she ran for Presidency after Smeal's second term, but now challenged Goldsmith the second time around.	Female,Female
328	As an [[adult]], [[he]] shifted into jazz fusion styles.	Male,Male
329	The enhanced positivism of [[Émile Durkheim]] served as foundation of modern academic sociology and social research, yet retained many mechanical elements of its [[predecessor]].	Amb,Amb
330	But the war crimes of the [[Duce]] are too great, so [[Audisio]] makes the decision to shoot him in front of the Villa Belmone in the village of Giulino, along with his female [[companion]].	Male,Amb,Female
331	The film tells the story of a little fox kit, [[Vic]] (Vuk in the Hungarian version), who ventures away from his [[family's]] den and, upon his return, learns from his uncle [[Karak]] that his entire family has been shot and killed by a human [[hunter]].	Male,Amb,Male,Amb
