id	source with headwords	gender labels of headwords
223	All the [[victims]] were young brunettes named [[Maria]], allegedly prostitutes and drug addicts, and were disemboweled with a sharp object that was not a knife, possibly a scalpel.	Female,Female
224	[[She]] was the [[author]] of alternative draft budgets of the Russian Federation for 2009, 2010 and 2011, 2012, 2013, which the Just Russia fraction introduced to the State Duma simultaneously with the governmental projects.	Female,Female
225	26 April – The [[Gestapo]] is established in Germany.	Amb
226	Corporal punishment is legal in Singapore schools (for male [[students]] only, it is illegal to inflict it on female [[students]]) and fully encouraged by the [[government]] in order to maintain strict discipline.	Male,Female,Amb
227	According to [[Alison Weir]], the dead [[queen]] was not much more than 17 at the time of her death and [[Jane]] was about 36.	Amb,Female,Amb
228	As with all other aspects of life the [[Aztecs]] stressed the dual nature of all things, and toward the end of the banquet the [[host]] would be sternly reminded by his [[elders]] of his own mortality and that he should not be overcome with pride.	Amb,Male,Amb
229	In the later years of his life became known as a peace [[activist]].	Male
230	In this capacity, [[she]] was unanimously elected [[President]] of the European Centre of Enterprises with Public Participation and of Enterprises of General Economic Interest (CEEP) in June 2016.	Female,Female
231	The wedding ceremony starts, and the plan is put into effect: [[Juliette]] is exchanged with [[Molly]], and the [[Marquis]] unwittingly marries the wrong [[bride]].	Amb,Amb,Amb,Female
232	Was awarded a Legislative Sentiment by former Maine State Representative [[Chris Greeley]] in July 2011, for his success as both a college and professional hockey [[player]], and his work with [[kid's]] hockey programs.	Amb,Male,Amb
233	Copyright collecting [[societies]] in the European Union usually hold monopolies in their respective national markets.	Amb
234	[[Cabrera]] was host to [[Albert Einstein]] during his visit to Spain in 1923.	Amb,Male
235	[[Miller]] died in Montpelier, Vermont, after devoting the end of his life to the abolitionist cause.	Male
236	[[He]] departs immediately for the United States with his monstrous henchman, [[Angel]].	Male,Male
237	[[Luke]], seeking to help out a [[brother]] of the late [[Candace Miller]] as a favor for [[Misty]], encounters [[Turk]] talking to an undercover [[police]] [[officer]] in a seedy Harlem bar known as Trouble in a Pair of Dice, and interrogates him for information on a recent string of murders that The [[Hand]] have been committing in Harlem.	Amb,Male,Amb,Amb,Male,Amb,Male,Amb
238	Officially known as the [[Director]] of the White House Office of Energy and Climate Change Policy, she acted as a coordinator for environmental, energy, climate, transport and related matters for the federal [[government]].	Female,Amb
239	In 1997, Uruguay's house [[speaker]] noted that its 99-seat parliament contains two [[members]] of Lebanese origin, including himself.	Male,Amb
240	While only a [[teenager]], he caught two adult [[thieves]] in the act, beat them with his bare hands, and dragged them to the police station.	Male,Amb
241	For unto [[us]] a [[Child]] is born, Unto us a [[Son]] is given; And the government will be upon His shoulder.	Amb,Male,Male
242	Is he a good [[artist]]?	Male
243	[[Smith]] remained in the [[navy]] after the restoration of the monarchy, and in 1664 was given command of the 50-gun HMS Mary.	Amb,Amb
244	Meanwhile, the [[Doctor]], [[Enkidu]], and [[En-Gula]] return to Kish to consult with [[Ninani]].	Amb,Amb,Amb,Amb
245	[[Black]] and [[company]] throw all kinds of stuff at the [[audience]], and though it doesn't all work, a lot of it does and the attempt to be different and create unguessable twists is always appreciated."	Amb,Amb,Amb
246	[[He]] also criticized President [[Obama]] for signing legislation that temporarily froze [[student]] loan interest rates in exchange for allowing the rates to reach historic highs over the next two years.	Male,Amb,Amb
247	On his fourteenth orbit, [[Cooper]] took an assessment of the spacecraft condition.	Male
248	He's a [[star]]."	Male
249	However, the Iraqi football [[president]] vowed not to give up on his signature and on 17 September, [[Olsen]] signed a three-year contract.	Male,Amb
250	This stimulated his later development of Kiatsu, a system of treating physical illness by pressing with the fingers and extending the ki into the ill [[person's]] body.	Amb
251	Lyrically, the song talks about a painful break-up, with the [[protagonist]] questioning why she fell in love.	Female
252	The event, which also included nearly 5,000 [[spectators]], featured a parade of [[athletes]] on the track, opening remarks, a ribbon cutting, and two abbreviated football matches involving both [[men's]] and [[women's]] football [[teams]]. (link)	Amb,Amb,Male,Female,Amb
253	March 4 – [[ABBA]] arrive at Sydney airport for a promotional tour in Australia.	Amb
254	[[Jackson]] would later express his frustrations about this to his father, [[Joe Jackson]], who would later work to terminate [[Michael's]] and his [[brothers']] contract with Motown, and negotiate lucrative contracts for them with Epic Records.	Male,Male,Male,Male
255	[[Marie's]] [[husband]] died in 1328 and she never remarried.	Female,Male
256	At 12:30 a.m., officers [[Tim]] and [[Melanie]] [[Singer]], husband and wife members of the California Highway Patrol, noticed [[King's]] car speeding on the freeway.	Amb,Female,Male,Male
257	In 1956, [[Hall]] sold the business to his daughter [[Eleanor]] and her husband [[Paul Kidd]].	Male,Female,Male
258	[[She]] was its [[editor]] until 1913.	Female,Female
259	In 2011 the Naked Heart Foundation launched a new programme - "Every [[Child]] Deserves a [[Family]]".	Amb,Amb
260	During her years with [[Wood]], [[Fuller]] had regular TV jobs on Queen for a Day and The Dinah Shore Show, which are not mentioned.	Amb,Female
261	On June 14, 2003, [[Beyoncé]] premiered songs from the album during her first solo concert and the pay-per-view television special, Ford Presents Beyoncé, [[Friends]] & [[Family]], Live From Ford's 100th Anniversary Celebration in Dearborn, Michigan.	Female,Amb,Amb
262	[[They]] are portrayed as mischievous black and white female [[sprites]], apparently ten to twelve inches tall, wearing only opera gloves, stockings and high heel shoes.	Female,Female
263	[[She's]] too soft.	Female
264	[[Authorities]] proposed to set up an outdoors emergency operations centre, as well as a public welfare centre to provide shelter to [[victims]] overnight.	Amb,Amb
265	[[She]] studied at the Alliance Haifa High School and was active in the [[Student]] Council.	Female,Amb
266	9 October 2010 at O2 Shepherd's Bush Empire in London on "Wonderful Life" there were a female [[saxophonist]] and a female [[dancer]] dressed like the [[girl]] from the debut black-and-white video of "Wonderful Life".	Female,Female,Female
267	When [[Smith]] was questioned by the local [[constable]] over the theft, he made a prophetic statement concerning [[Corder]]: "I'll be damned if he will not be hung some of these days."	Male,Amb,Male
268	[[N'Jobu's]] [[partner]] reveals he is [[Zuri]], another undercover Wakandan, and confirms [[T'Chaka's]] suspicions.	Amb,Male,Male,Amb
269	In the transition of the psychological reflection to the artistic nature the discussion raises the question whether it is right for a [[person]] who has lost his happiness to dump all the blame on the fate.	Male
270	Beginning with his senior classes [[he]] seriously engaged in radio engineering, and together with a physics [[teacher]] wrote a small book, School VHF station which was later published.	Male,Amb
271	Occasionally a water [[cow]] is mentioned, as in the Highland tale set at Borrodale on Skye, where a water cow was reputed to reside in a small loch.	Female
272	The story is narrated by [[Ned]], now a crusty old man who, fed up with the distortions of newspaper "[[scribblers]]" writing about the Southwestern United States, decides to take pen to paper and tell "the true story of my life".	Male,Amb
273	The polyptych of Saint [[Victor]], compiled in 814, the large chartulary (end of the 11th and beginning of the 12th century), and the small chartulary (middle of the 13th century), containing documents from 683 to 1336, make it possible to understand the important economic rôle of this great abbey in the Middle Ages.	Male
274	[[I]] devoted my books: "To [[Helena]], my wife, friend, partner and inspirer".	Amb,Female
275	One example was at the opening of Parliament in 1633, when [[Catherine]] in accordance with the wish of the Royal [[Council]] followed Queen [[Christina]] in the procession, while [[John Casimir]] was given the choice to stand and watch the ceremony from a window or not be present at all.	Amb,Amb,Female,Amb
276	In the mid-late 1930s, [[Angel]] lived in New York; 1936-1939 she participated in the Federal Art Project.	Female
277	The [[artist]] is also known for his series of "Magic Armenia", which is an artistic fusion of history and mythology, reality and mystery, paganism and Christianity.	Male
278	The hut was officially opened on 17 August 1912 when the keys to the hut were handed over from the [[Vice President]] of the Association of British Members of the Swiss Alpine Club (ABMSAC) to the Swiss Alpine Club (SAC-CAS) at its inauguration.	Amb
279	She is a [[fan]] of [[James Bond]] films.	Female,Amb
280	[[Lucas]] recanted his confessions, stating that the only murder he had committed was that of his mother, [[Viola]].	Male,Female
281	This is observed in the 41st of the Anglican Articles, drawn up by [[Thomas Cranmer]] (1553), describing the millennium as a 'fable of Jewish dotage', but it was omitted at a later time in the revision under [[Elizabeth]] (1563).	Amb,Amb
282	[[Perry]] is on the advisory [[board]] for the Game [[Developers]] Conference, and has spoken at industry venues such as E3, CES, Hollywood and Games, Digital Hollywood, iHollywood, SIGGRAPH, Entertainment in the Interactive Age, What Teens Want, The Banff Summit, as well as at major universities such as USC, and MIT.	Amb,Amb,Amb
